Method,Category,Filename,Struct,Damage,Realism
SD1.5_ControlNet,Moderate,002377_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002389_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002401_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002447_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002448_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002465_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002470_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002495_sat_real.png,2,1,3
SD1.5_ControlNet,Moderate,002496_sat_real.png,2,1,2
SD1.5_ControlNet,Moderate,002497_sat_real.png,2,1,1
SD1.5_ControlNet,Moderate,002517_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002538_sat_real.png,1,3,2
SD1.5_ControlNet,Moderate,002605_sat_real.png,2,3,1
SD1.5_ControlNet,Moderate,002632_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002714_sat_real.png,4,2,3
SD1.5_ControlNet,Moderate,002725_sat_real.png,1,1,4
SD1.5_ControlNet,Moderate,002742_sat_real.png,2,1,2
SD1.5_ControlNet,Moderate,002759_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002796_sat_real.png,1,1,3
SD1.5_ControlNet,Moderate,002816_sat_real.png,2,1,3
SD1.5_ControlNet,Moderate,002819_sat_real.png,1,1,4
SD1.5_ControlNet,Moderate,002821_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002839_sat_real.png,1,1,3
SD1.5_ControlNet,Moderate,002883_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002894_sat_real.png,1,2,3
SD1.5_ControlNet,Moderate,002895_sat_real.png,2,1,2
SD1.5_ControlNet,Moderate,002909_sat_real.png,2,1,2
SD1.5_ControlNet,Moderate,002914_sat_real.png,1,2,1
SD1.5_ControlNet,Moderate,002934_sat_real.png,1,2,3
SD1.5_ControlNet,Moderate,002935_sat_real.png,2,2,2
SD1.5_ControlNet,Moderate,002936_sat_real.png,1,1,2
SD1.5_ControlNet,Moderate,002943_sat_real.png,1,1,4
SD1.5_ControlNet,Severe,002968_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,002994_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,002999_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003001_sat_real.png,1,2,2
SD1.5_ControlNet,Severe,003003_sat_real.png,1,4,1
SD1.5_ControlNet,Severe,003015_sat_real.png,1,2,2
SD1.5_ControlNet,Severe,003026_sat_real.png,2,1,2
SD1.5_ControlNet,Severe,003031_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003046_sat_real.png,1,4,2
SD1.5_ControlNet,Severe,003052_sat_real.png,1,1,3
SD1.5_ControlNet,Severe,003054_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003073_sat_real.png,3,2,3
SD1.5_ControlNet,Severe,003103_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003108_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003113_sat_real.png,1,2,4
SD1.5_ControlNet,Severe,003115_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003137_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003144_sat_real.png,3,4,2
SD1.5_ControlNet,Severe,003163_sat_real.png,3,1,2
SD1.5_ControlNet,Severe,003185_sat_real.png,4,3,2
SD1.5_ControlNet,Severe,003188_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003219_sat_real.png,2,2,3
SD1.5_ControlNet,Severe,003220_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003237_sat_real.png,1,1,3
SD1.5_ControlNet,Severe,003244_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003268_sat_real.png,1,3,1
SD1.5_ControlNet,Severe,003281_sat_real.png,5,5,4
SD1.5_ControlNet,Severe,003287_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003297_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003303_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003306_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003312_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003316_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003322_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003325_sat_real.png,2,1,1
SD1.5_ControlNet,Severe,003355_sat_real.png,3,2,1
SD1.5_ControlNet,Severe,003358_sat_real.png,3,2,2
SD1.5_ControlNet,Severe,003367_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003384_sat_real.png,3,4,2
SD1.5_ControlNet,Severe,003403_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003416_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003424_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003430_sat_real.png,3,2,5
SD1.5_ControlNet,Severe,003431_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003438_sat_real.png,2,1,3
SD1.5_ControlNet,Severe,003464_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003467_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003486_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003496_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003499_sat_real.png,3,2,2
SD1.5_ControlNet,Severe,003502_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003523_sat_real.png,4,4,5
SD1.5_ControlNet,Severe,003536_sat_real.png,2,1,3
SD1.5_ControlNet,Severe,003550_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003565_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003567_sat_real.png,1,2,2
SD1.5_ControlNet,Severe,003599_sat_real.png,1,1,3
SD1.5_ControlNet,Severe,003613_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003615_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003638_sat_real.png,2,3,2
SD1.5_ControlNet,Severe,003645_sat_real.png,4,4,2
SD1.5_ControlNet,Severe,003683_sat_real.png,2,1,1
SD1.5_ControlNet,Severe,003684_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003686_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003701_sat_real.png,2,1,4
SD1.5_ControlNet,Severe,003762_sat_real.png,2,1,3
SD1.5_ControlNet,Severe,003770_sat_real.png,2,1,2
SD1.5_ControlNet,Severe,003791_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003803_sat_real.png,1,1,3
SD1.5_ControlNet,Severe,003814_sat_real.png,1,2,2
SD1.5_ControlNet,Severe,003817_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003818_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003826_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003837_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,003849_sat_real.png,2,1,1
SD1.5_ControlNet,Severe,003853_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003855_sat_real.png,3,1,3
SD1.5_ControlNet,Severe,003860_sat_real.png,3,3,2
SD1.5_ControlNet,Severe,003862_sat_real.png,2,3,1
SD1.5_ControlNet,Severe,003883_sat_real.png,3,4,1
SD1.5_ControlNet,Severe,003894_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003904_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,003923_sat_real.png,1,2,1
SD1.5_ControlNet,Severe,003924_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003928_sat_real.png,2,2,2
SD1.5_ControlNet,Severe,003935_sat_real.png,2,2,3
SD1.5_ControlNet,Severe,003938_sat_real.png,1,1,3
SD1.5_ControlNet,Severe,003949_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003958_sat_real.png,2,3,1
SD1.5_ControlNet,Severe,003960_sat_real.png,4,2,1
SD1.5_ControlNet,Severe,003988_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,003998_sat_real.png,2,2,1
SD1.5_ControlNet,Severe,004026_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,004037_sat_real.png,1,1,1
SD1.5_ControlNet,Severe,004046_sat_real.png,2,1,1
SD1.5_ControlNet,Severe,004058_sat_real.png,3,2,2
SD1.5_ControlNet,Severe,004064_sat_real.png,1,1,2
SD1.5_ControlNet,Severe,004069_sat_real.png,2,1,1
SD1.5_ControlNet,Severe,004085_sat_real.png,2,4,1
SD1.5_ControlNet,Severe,004114_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Mild,000029_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Mild,000043_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000044_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,000049_sat_real.png,4,1,4
SD1.5_ControlNet_Gemini,Mild,000051_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000065_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000067_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Mild,000070_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000076_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000078_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Mild,000101_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Mild,000192_sat_real.png,1,4,2
SD1.5_ControlNet_Gemini,Mild,000198_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Mild,000231_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Mild,000233_sat_real.png,5,2,3
SD1.5_ControlNet_Gemini,Mild,000237_sat_real.png,4,1,3
SD1.5_ControlNet_Gemini,Mild,000239_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Mild,000247_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000259_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Mild,000261_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Mild,000275_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Mild,000303_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Mild,000309_sat_real.png,4,1,5
SD1.5_ControlNet_Gemini,Mild,000316_sat_real.png,2,4,3
SD1.5_ControlNet_Gemini,Mild,000322_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000339_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000350_sat_real.png,1,5,2
SD1.5_ControlNet_Gemini,Mild,000351_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Mild,000353_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Mild,000365_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Mild,000367_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Mild,000371_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Mild,000413_sat_real.png,2,5,3
SD1.5_ControlNet_Gemini,Mild,000428_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Mild,000430_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Mild,000451_sat_real.png,2,1,4
SD1.5_ControlNet_Gemini,Mild,000461_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Mild,000471_sat_real.png,2,5,2
SD1.5_ControlNet_Gemini,Mild,000477_sat_real.png,2,4,3
SD1.5_ControlNet_Gemini,Mild,000481_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000485_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Mild,000486_sat_real.png,3,5,2
SD1.5_ControlNet_Gemini,Mild,000494_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000529_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Mild,000549_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,000558_sat_real.png,1,5,2
SD1.5_ControlNet_Gemini,Mild,000560_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Mild,000598_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Mild,000599_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Mild,000605_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000630_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,000634_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,000651_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000660_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,000665_sat_real.png,2,5,3
SD1.5_ControlNet_Gemini,Mild,000669_sat_real.png,2,5,2
SD1.5_ControlNet_Gemini,Mild,000756_sat_real.png,4,1,3
SD1.5_ControlNet_Gemini,Mild,000778_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Mild,000782_sat_real.png,4,1,3
SD1.5_ControlNet_Gemini,Mild,000787_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Mild,000796_sat_real.png,1,5,5
SD1.5_ControlNet_Gemini,Mild,000816_sat_real.png,1,5,1
SD1.5_ControlNet_Gemini,Mild,000817_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Mild,000818_sat_real.png,3,4,1
SD1.5_ControlNet_Gemini,Mild,000820_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Mild,000823_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000829_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000847_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Mild,000852_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Mild,000861_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Mild,000864_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Mild,000887_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Mild,000915_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,000933_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Mild,000983_sat_real.png,2,3,1
SD1.5_ControlNet_Gemini,Mild,000990_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Mild,000998_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Mild,001001_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Mild,001047_sat_real.png,4,2,2
SD1.5_ControlNet_Gemini,Mild,001049_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,001055_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Mild,001073_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,001100_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,001101_sat_real.png,2,5,1
SD1.5_ControlNet_Gemini,Mild,001103_sat_real.png,2,3,1
SD1.5_ControlNet_Gemini,Mild,001161_sat_real.png,1,5,1
SD1.5_ControlNet_Gemini,Mild,001177_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Mild,001202_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Mild,001226_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Mild,001227_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Mild,001245_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,001246_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Mild,001249_sat_real.png,2,2,3
SD1.5_ControlNet_Gemini,Mild,001263_sat_real.png,4,5,2
SD1.5_ControlNet_Gemini,Mild,001296_sat_real.png,4,5,3
SD1.5_ControlNet_Gemini,Mild,001330_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Mild,001346_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Mild,001366_sat_real.png,3,2,2
SD1.5_ControlNet_Gemini,Mild,001392_sat_real.png,3,2,1
SD1.5_ControlNet_Gemini,Moderate,001430_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,001437_sat_real.png,2,2,3
SD1.5_ControlNet_Gemini,Moderate,001456_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Moderate,001458_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Moderate,001466_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001474_sat_real.png,3,1,4
SD1.5_ControlNet_Gemini,Moderate,001477_sat_real.png,1,3,2
SD1.5_ControlNet_Gemini,Moderate,001483_sat_real.png,3,5,3
SD1.5_ControlNet_Gemini,Moderate,001506_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Moderate,001530_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001531_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001542_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,001575_sat_real.png,3,2,2
SD1.5_ControlNet_Gemini,Moderate,001644_sat_real.png,1,4,2
SD1.5_ControlNet_Gemini,Moderate,001647_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Moderate,001654_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001666_sat_real.png,1,3,2
SD1.5_ControlNet_Gemini,Moderate,001668_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,001710_sat_real.png,1,2,3
SD1.5_ControlNet_Gemini,Moderate,001716_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Moderate,001723_sat_real.png,1,1,5
SD1.5_ControlNet_Gemini,Moderate,001731_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Moderate,001746_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001751_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Moderate,001757_sat_real.png,3,2,2
SD1.5_ControlNet_Gemini,Moderate,001761_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Moderate,001787_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,001790_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,001822_sat_real.png,1,2,3
SD1.5_ControlNet_Gemini,Moderate,001827_sat_real.png,4,4,2
SD1.5_ControlNet_Gemini,Moderate,001832_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,001834_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,001878_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Moderate,001888_sat_real.png,2,2,3
SD1.5_ControlNet_Gemini,Moderate,001897_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Moderate,001900_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,001921_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,001933_sat_real.png,5,5,4
SD1.5_ControlNet_Gemini,Moderate,001951_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Moderate,001955_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,001983_sat_real.png,2,1,4
SD1.5_ControlNet_Gemini,Moderate,001995_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002008_sat_real.png,1,1,4
SD1.5_ControlNet_Gemini,Moderate,002021_sat_real.png,3,1,4
SD1.5_ControlNet_Gemini,Moderate,002061_sat_real.png,1,5,2
SD1.5_ControlNet_Gemini,Moderate,002067_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002071_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Moderate,002076_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,002079_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Moderate,002081_sat_real.png,1,4,2
SD1.5_ControlNet_Gemini,Moderate,002086_sat_real.png,4,1,4
SD1.5_ControlNet_Gemini,Moderate,002125_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Moderate,002148_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Moderate,002151_sat_real.png,3,1,2
SD1.5_ControlNet_Gemini,Moderate,002161_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Moderate,002209_sat_real.png,1,1,5
SD1.5_ControlNet_Gemini,Moderate,002225_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002227_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002241_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Moderate,002246_sat_real.png,5,5,2
SD1.5_ControlNet_Gemini,Moderate,002262_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,002311_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Moderate,002325_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002350_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Moderate,002369_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002372_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002374_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002377_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Moderate,002389_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Moderate,002401_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Moderate,002447_sat_real.png,2,2,3
SD1.5_ControlNet_Gemini,Moderate,002448_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002465_sat_real.png,3,1,3
SD1.5_ControlNet_Gemini,Moderate,002470_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Moderate,002495_sat_real.png,3,3,2
SD1.5_ControlNet_Gemini,Moderate,002496_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002497_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Moderate,002517_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Moderate,002538_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Moderate,002605_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Moderate,002632_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Moderate,002714_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Moderate,002725_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Moderate,002742_sat_real.png,1,2,3
SD1.5_ControlNet_Gemini,Moderate,002759_sat_real.png,4,2,3
SD1.5_ControlNet_Gemini,Moderate,002796_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002816_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002819_sat_real.png,1,4,2
SD1.5_ControlNet_Gemini,Moderate,002821_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Moderate,002839_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002883_sat_real.png,1,5,2
SD1.5_ControlNet_Gemini,Moderate,002894_sat_real.png,3,4,2
SD1.5_ControlNet_Gemini,Moderate,002895_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Moderate,002909_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Moderate,002914_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Moderate,002934_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Moderate,002935_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Moderate,002936_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Moderate,002943_sat_real.png,4,4,3
SD1.5_ControlNet_Gemini,Severe,002968_sat_real.png,4,1,4
SD1.5_ControlNet_Gemini,Severe,002994_sat_real.png,1,2,3
SD1.5_ControlNet_Gemini,Severe,002999_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003001_sat_real.png,4,4,2
SD1.5_ControlNet_Gemini,Severe,003003_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Severe,003015_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Severe,003026_sat_real.png,2,2,3
SD1.5_ControlNet_Gemini,Severe,003031_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Severe,003046_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003052_sat_real.png,2,4,2
SD1.5_ControlNet_Gemini,Severe,003054_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Severe,003073_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Severe,003103_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Severe,003108_sat_real.png,4,1,2
SD1.5_ControlNet_Gemini,Severe,003113_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Severe,003115_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Severe,003137_sat_real.png,1,1,3
SD1.5_ControlNet_Gemini,Severe,003144_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003163_sat_real.png,3,1,4
SD1.5_ControlNet_Gemini,Severe,003185_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Severe,003188_sat_real.png,4,2,3
SD1.5_ControlNet_Gemini,Severe,003219_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Severe,003220_sat_real.png,1,1,4
SD1.5_ControlNet_Gemini,Severe,003237_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003244_sat_real.png,1,1,1
SD1.5_ControlNet_Gemini,Severe,003268_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003281_sat_real.png,1,3,2
SD1.5_ControlNet_Gemini,Severe,003287_sat_real.png,3,3,3
SD1.5_ControlNet_Gemini,Severe,003297_sat_real.png,4,3,2
SD1.5_ControlNet_Gemini,Severe,003303_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Severe,003306_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003312_sat_real.png,4,2,3
SD1.5_ControlNet_Gemini,Severe,003316_sat_real.png,1,2,1
SD1.5_ControlNet_Gemini,Severe,003322_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003325_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Severe,003355_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003358_sat_real.png,3,2,2
SD1.5_ControlNet_Gemini,Severe,003367_sat_real.png,2,1,3
SD1.5_ControlNet_Gemini,Severe,003384_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003403_sat_real.png,2,4,1
SD1.5_ControlNet_Gemini,Severe,003416_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003424_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Severe,003430_sat_real.png,3,4,5
SD1.5_ControlNet_Gemini,Severe,003431_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Severe,003438_sat_real.png,1,1,5
SD1.5_ControlNet_Gemini,Severe,003464_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003467_sat_real.png,4,3,1
SD1.5_ControlNet_Gemini,Severe,003486_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003496_sat_real.png,4,2,1
SD1.5_ControlNet_Gemini,Severe,003499_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Severe,003502_sat_real.png,2,1,2
SD1.5_ControlNet_Gemini,Severe,003523_sat_real.png,1,1,4
SD1.5_ControlNet_Gemini,Severe,003536_sat_real.png,2,3,1
SD1.5_ControlNet_Gemini,Severe,003550_sat_real.png,1,2,2
SD1.5_ControlNet_Gemini,Severe,003567_sat_real.png,2,3,2
SD1.5_ControlNet_Gemini,Severe,003599_sat_real.png,2,2,1
SD1.5_ControlNet_Gemini,Severe,003613_sat_real.png,2,1,1
SD1.5_ControlNet_Gemini,Severe,003615_sat_real.png,1,1,2
SD1.5_ControlNet_Gemini,Severe,003638_sat_real.png,2,2,2
SD1.5_ControlNet_Gemini,Severe,003683_sat_real.png,4,4,1
SD1.5_ControlNet_Gemini,Severe,003684_sat_real.png,5,5,5
SD1.5_ControlNet_Gemini,Severe,003686_sat_real.png,2,2,1
